,회사명,거래소코드,회계년도,누적수익성비율,TMD,abs(영업현금흐름-당기순이익)/매출액,순운전자본비율,금융비용부담률,WW지수,target_3,Z,proba,정리
405,(주)넥스트아이,137940,2012,0.574087099,0.081225949,0.077740166,55.02,-1.42,-52.27837923,0,-6.808996461,0.110258302,0
406,(주)넥스트아이,137940,2013,0.578712823,0.119186098,0.111123056,50.57,-1.22,-52.53567703,0,-6.665969961,0.127190097,0
407,(주)넥스트아이,137940,2014,0.568740564,0.226314091,0.006206707,41.92,-0.65,-53.74415499,0,-6.881099682,0.102596036,0
408,(주)넥스트아이,137940,2015,0.595323002,0.102449271,0.019272755,35.87,-0.59,-52.14949512,0,-6.576342911,0.139099651,0
409,(주)넥스트아이,137940,2016,0.299308308,0.147505016,0.000583164,53.81,0.6,-56.99724974,0,-7.258422378,0.070372258,0
410,(주)넥스트아이,137940,2017,0.193608049,0.280050313,0.012692702,42.4,1.62,-58.37163205,0,-6.983093016,0.092657088,0
411,(주)넥스트아이,137940,2018,0.108581308,0.381610132,0.092869673,49.98,1.45,-60.33999727,0,-7.088322314,0.083410041,0
415,(주)넥스트엔터테인먼트월드,160550,2015,0.155670309,0.234483721,0.24557431,54.82,-2.19,-52.43879007,0,-5.803399465,0.300820356,0
416,(주)넥스트엔터테인먼트월드,160550,2016,0.154391734,0.307178445,0.002728198,41.66,-0.85,-52.99212232,0,-6.150171518,0.212857537,0
422,(주)넥스틴,348210,2021,0.376862332,0.01776011,0.134287065,65.85,-0.41,-56.29413856,0,-7.256598733,0.070500618,0
425,(주)넥슨게임즈,225570,2020,-0.046548328,0.099483457,0.042282934,64.95,-0.11,-58.38971433,0,-7.197990099,0.074752866,0
434,(주)노바렉스,194700,2019,0.358368098,0.345334659,0.099345699,26.65,-0.1,-59.39647669,0,-7.01066044,0.090139928,0
435,(주)노바렉스,194700,2020,0.365636354,0.283755996,0.039222374,19.63,0.04,-61.02756974,0,-7.380966615,0.062261051,0
436,(주)노바렉스,194700,2021,0.403926435,0.331242209,0.007830267,8.72,0.23,-61.16337719,0,-7.315730708,0.066455329,0
437,(주)노바텍,285490,2019,0.595180301,0.067943363,0.009719512,53.18,-0.36,-53.02741769,0,-7.040534562,0.087489224,0
438,(주)노바텍,285490,2020,0.431331158,0.089277766,0.026880849,70.32,1.2,-63.02026709,0,-8.709944375,0.016491023,0
439,(주)노바텍,285490,2021,0.586336686,0.035223914,0.137292818,75.62,-0.38,-60.07502188,0,-8.356222847,0.023487485,0
440,(주)노블엠앤비,106520,2013,0.279185622,0.885612428,0.01999935,34.16,0.36,-59.83740929,0,-6.917353072,0.09894681,0
449,(주)노터스,278650,2020,0.331267264,0.100347125,0.049128503,17.79,-0.01,-53.75089837,0,-6.095660061,0.224755988,0
450,(주)노터스,278650,2021,0.364339611,0.128930864,0.04765306,15.43,0.15,-54.7035747,0,-6.246648679,0.19331901,0
455,(주)녹십자셀,31390,2016,0.020367543,0.039477629,0.104512229,20.43,-0.21,-52.90339004,0,-5.478480092,0.415830779,0
456,(주)녹십자셀,31390,2017,0.011411107,0.126845129,0.399293648,38.56,0.05,-56.95875134,0,-5.667361441,0.344506518,0
457,(주)녹십자셀,31390,2018,0.111733225,0.096652536,0.30645815,28.13,0.79,-59.37267105,0,-6.265688524,0.189679981,0
458,(주)녹십자셀,31390,2019,0.151513772,0.120789866,0.134290162,-2.19,2.08,-58.87168751,0,-6.060686425,0.232736976,0
459,(주)녹십자셀,31390,2020,0.136739687,0.113074478,0.152145166,9.22,2.06,-56.8918093,0,-5.830022587,0.2929404,0
467,(주)녹십자웰빙,234690,2020,0.16955425,0.12672017,0.102138804,31.37,-0.03,-54.32021428,0,-6.047210057,0.235887206,0
468,(주)녹십자웰빙,234690,2021,0.177300424,0.281432032,0.021776889,5.15,0.05,-58.12364378,0,-6.415333722,0.163360074,0
475,(주)녹원씨엔아이,65560,2018,0.110969867,0.359372151,0.037639478,14.15,5.66,-73.89613118,0,-8.778280561,0.0154019,0
495,(주)누리플렉스,40160,2018,0.139218157,0.997710673,0.010940931,18.59,0.48,-58.45437424,0,-6.169447057,0.208802369,0
496,(주)누리플렉스,40160,2019,0.203480141,0.910071809,0.051227805,16.79,0.65,-57.14528627,0,-5.935070373,0.263805885,0
519,(주)뉴트리,270870,2019,0.209792465,0.150933672,0.015781441,61.75,-0.41,-57.42038605,0,-7.377752753,0.062461346,0
520,(주)뉴트리,270870,2020,0.334315241,0.134113771,0.079291354,46.59,-0.05,-58.02913546,0,-7.236102534,0.071959472,0
521,(주)뉴트리,270870,2021,0.348232119,0.267012917,0.027770931,48.35,0.09,-59.07536664,0,-7.504018029,0.055056323,0
522,(주)뉴파워프라즈마,144960,2017,0.538516832,0.095317133,0.110963309,44.75,-0.54,-57.10693468,0,-7.301936461,0.06737776,0
523,(주)뉴파워프라즈마,144960,2018,0.600886084,0.139423746,0.089930802,41.19,-1.08,-52.11259617,0,-6.498866943,0.150288159,0
524,(주)뉴파워프라즈마,144960,2019,0.611146274,0.085551942,0.011784064,32.62,-1.19,-52.87198925,0,-6.751488682,0.116777256,0
525,(주)뉴파워프라즈마,144960,2020,0.257748517,0.955919152,0.053897554,2.98,-0.37,-65.57044254,0,-7.342196202,0.064720749,0
526,(주)뉴파워프라즈마,144960,2021,0.288738953,1.032275107,0.030859439,9.62,0.74,-69.47846296,0,-8.115618917,0.029874574,0
533,(주)뉴프렉스,85670,2018,0.169381647,1.385984929,0.029754171,10.98,0.91,-59.6770131,0,-5.975940506,0.253268215,0
545,(주)다날,64260,2020,0.107867297,1.010513171,0.048762521,37.36,2.56,-58.3861091,0,-6.152058328,0.212457147,0
546,(주)다날,64260,2021,0.144670827,0.442014487,0.145284539,55.7,1.94,-59.10395038,0,-6.79854526,0.111415386,0
554,(주)다산네트웍스,39560,2019,-0.108797904,0.845113802,0.043738398,33.23,1.1,-56.57394241,0,-5.698014961,0.334141146,0
555,(주)다산네트웍스,39560,2020,-0.138207217,0.473187876,0.137600498,28.04,0.46,-57.55274797,0,-5.804259082,0.300562654,0
556,(주)다산네트웍스,39560,2021,-0.133601013,0.884130725,0.069506631,36.61,0.47,-57.320299,0,-5.81116127,0.298501428,0
567,(주)다원시스,68240,2012,0.243279361,0.576330868,0.075458629,23.31,2.85,-56.35349069,0,-5.936884462,0.26332901,0
568,(주)다원시스,68240,2013,0.288363368,0.413746551,0.003893399,34,1.05,-54.98263768,0,-6.348121979,0.174697339,0
569,(주)다원시스,68240,2014,0.247113352,0.376543596,0.210395246,29.65,0.03,-58.10185124,0,-6.365382682,0.171712948,0
570,(주)다원시스,68240,2015,0.191794727,0.141923328,0.247667945,45.28,0.77,-58.36158553,0,-6.588797823,0.137380287,0
571,(주)다원시스,68240,2016,0.187105313,0.317783265,0.421610912,32.43,1.77,-59.9395363,0,-6.030535783,0.239843916,0
572,(주)다원시스,68240,2017,0.142014819,0.427180897,0.216450449,19.02,2.6,-62.41530561,0,-6.57969053,0.138635421,0
573,(주)다원시스,68240,2018,0.154039012,0.380078104,0.094393699,20.08,3.07,-61.84040567,0,-6.811190851,0.110016883,0
574,(주)다원시스,68240,2019,0.125848766,0.761426468,0.771426287,6.16,1.86,-66.38897243,0,-5.508837056,0.403447261,0
575,(주)다원시스,68240,2020,0.146262575,0.704504991,0.009207502,5.63,1.11,-65.80045782,0,-7.435298287,0.058970499,0
576,(주)다원시스,68240,2021,0.106688679,0.439787234,0.342368017,12.28,0.91,-62.63918784,0,-6.269017258,0.189050828,0
577,(주)대동스틸,48470,2012,0.49226109,1.17920937,0.05393511,34.39,0.4,-58.06993141,0,-6.615028186,0.133828362,0
578,(주)대동스틸,48470,2013,0.61655807,0.596971609,0.114554544,43.36,0.09,-56.9601971,0,-6.977103992,0.093213159,0
579,(주)대동스틸,48470,2014,0.536683304,0.997204969,0.052826472,35.56,-0.14,-56.482615,0,-6.571491351,0.139775195,0
580,(주)대동스틸,48470,2015,0.738454118,0.176328928,0.280479485,52.2,-0.14,-57.82704437,0,-7.31299605,0.066637189,0
581,(주)대동스틸,48470,2016,0.74694242,0.103638614,0.094502625,53.84,-0.69,-54.40477417,0,-7.293909398,0.067920414,0
582,(주)대동스틸,48470,2017,0.658535971,0.330045351,0.063211279,51.72,-0.61,-56.26199693,0,-7.399145234,0.061140142,0
583,(주)대동스틸,48470,2018,0.734631523,0.118554455,0.056323186,56.54,-0.48,-56.88311133,0,-7.835771484,0.039518097,0
584,(주)대동스틸,48470,2019,0.685871161,0.322739212,0.014943817,58.83,-0.48,-55.72725546,0,-7.570705303,0.051506343,0
585,(주)대동스틸,48470,2020,0.673849767,0.361143451,0.04463228,51.47,-0.55,-56.9581141,0,-7.562951149,0.051907076,0
586,(주)대동스틸,48470,2021,0.627777009,0.543327616,0.166344247,54.83,-0.44,-54.48464747,0,-6.677461665,0.125738659,0
587,(주)대륙제관,4780,2012,0.33863747,0.783400867,0.041432995,16.75,0.86,-59.45412323,0,-6.623241132,0.132735191,0
588,(주)대륙제관,4780,2013,0.332816678,0.797321504,0.050279663,25.62,0.69,-58.54817569,0,-6.577031302,0.139004062,0
589,(주)대륙제관,4780,2014,0.383126255,0.726606664,0.011216037,25.02,0.55,-59.62394479,0,-6.9838602,0.092586096,0
590,(주)대륙제관,4780,2015,0.452642784,0.519257546,0.058780796,29.07,0.34,-59.18900454,0,-7.096083168,0.082765747,0
591,(주)대륙제관,4780,2016,0.504694931,0.511211418,0.045687405,28.72,0.21,-58.97173276,0,-7.170440959,0.076839269,0
592,(주)대륙제관,4780,2017,0.530947368,0.515173772,0.03071842,29.69,0.16,-59.25395569,0,-7.311377878,0.066745035,0
593,(주)대륙제관,4780,2018,0.566251896,0.604852288,0.008123373,31.9,0.13,-59.25205643,0,-7.395715475,0.061350069,0
594,(주)대륙제관,4780,2019,0.562906759,0.756387355,0.071541171,34.32,0.1,-59.82594231,0,-7.277766577,0.069024975,0
595,(주)대륙제관,4780,2020,0.580942587,0.704127601,0.028748198,37.75,0.1,-60.97523729,0,-7.705285856,0.045023711,0
596,(주)대륙제관,4780,2021,0.59053828,0.650518851,0.037534807,37.68,-0.07,-57.27939897,0,-7.0792899,0.084166211,0
597,(주)대림제지,17650,2012,0.759810092,0.696261023,0.159841772,14.77,0.3,-59.80706908,0,-7.029323726,0.088474697,0
598,(주)대림제지,17650,2013,0.796696522,0.573299145,0.099962506,19.45,-0.4,-49.98323673,0,-5.675025875,0.341885156,0
599,(주)대림제지,17650,2014,0.814634724,0.403640066,0.011416122,21.23,-0.59,-57.92347126,0,-7.50106654,0.055218972,0
601,(주)대림제지,17650,2016,0.773272829,0.276477987,0.197268319,16.85,-0.13,-51.80411377,0,-5.854693607,0.285822087,0
605,(주)대림제지,17650,2020,0.512634321,0.671369782,0.121899687,9.85,0.23,-62.23139844,0,-7.166375967,0.077152014,0
606,(주)대림제지,17650,2021,0.548939477,0.523356578,0.018294567,13.63,0.06,-62.32834162,0,-7.663530098,0.046942612,0
608,(주)대명소노시즌,7720,2013,-0.132204406,0.303923948,0.000375197,47.58,-0.54,-89.42663954,0,-12.38177999,0.00041943,0
611,(주)대명소노시즌,7720,2016,-0.054097393,0.347482093,0.025380431,59.11,0.18,-52.95787182,0,-5.978203197,0.252697241,0
614,(주)대명소노시즌,7720,2019,0.254314077,0.516075738,0.214986709,52.98,-0.21,-53.2427716,0,-5.794232081,0.30358236,0
615,(주)대명소노시즌,7720,2020,0.254409404,0.553895561,0.092611629,55.58,-1.94,-51.14599557,0,-5.876719684,0.279612785,0
616,(주)대명소노시즌,7720,2021,0.179838858,0.425047506,0.017228425,53.35,-0.19,-51.06759384,0,-5.863321085,0.283373728,0
618,(주)대성미생물연구소,36480,2013,0.399896355,0.598198081,0.067350807,22.9,0.27,-52.62741619,0,-5.679751762,0.340278743,0
619,(주)대성미생물연구소,36480,2014,0.467669389,0.358034657,0.070835639,27.12,0.25,-50.95820243,0,-5.688196689,0.337426869,0
620,(주)대성미생물연구소,36480,2015,0.522903236,0.221058667,0.100335203,34.11,-0.06,-52.48328088,0,-6.187821848,0.205008497,0
621,(주)대성미생물연구소,36480,2016,0.586120707,0.135820773,0.03162235,44.46,-0.28,-51.75860505,0,-6.55505078,0.142088881,0
622,(주)대성미생물연구소,36480,2017,0.636967397,0.11126544,0.005115834,46.26,-0.31,-51.61235889,0,-6.711783541,0.121501447,0
623,(주)대성미생물연구소,36480,2018,0.652737677,0.076091507,0.001354744,50.62,-0.36,-52.87936039,0,-7.066880816,0.085216248,0
624,(주)대성미생물연구소,36480,2019,0.520714118,0.269976829,0.006206732,41.68,-0.78,-52.67122247,0,-6.601047537,0.135709953,0
625,(주)대성미생물연구소,36480,2020,0.452387453,0.42157245,0.069231079,30.8,-0.57,-51.40927042,0,-5.833780756,0.291844753,0
626,(주)대성미생물연구소,36480,2021,0.46085915,0.469759765,0.055715298,29.4,0.66,-52.87610011,0,-5.994042381,0.248736132,0
627,(주)대성파인텍,104040,2012,0.596013476,0.563004613,0.019190191,27.39,0.21,-50.88832101,0,-5.854980391,0.285740364,0
628,(주)대성파인텍,104040,2013,0.621570505,0.660004461,0.046258542,33.29,-0.11,-52.31457487,0,-6.134469343,0.216218959,0
629,(주)대성파인텍,104040,2014,0.547555539,1.105329395,0.017904458,18.1,0.18,-54.21268858,0,-5.891347242,0.27556369,0
630,(주)대성파인텍,104040,2015,0.544512092,0.727210818,0.019698647,26.74,0.36,-55.01816232,0,-6.396925851,0.166389983,0
631,(주)대성파인텍,104040,2016,0.524467991,0.342784021,0.042620131,23.85,0.86,-49.35540138,0,-5.458877591,0.424027615,0
637,(주)대원,7680,2018,0.577613008,1.239590793,0.077830557,54.65,-1.22,-63.89544635,0,-8.128589274,0.029489706,0
638,(주)대원,7680,2019,0.505327107,1.761292292,0.333061142,40.72,-0.77,-60.53989693,0,-6.189288826,0.20470859,0
639,(주)대원,7680,2020,0.477614406,1.953994353,0.186908059,45.39,-0.4,-66.08365985,0,-7.436606082,0.058893473,0
640,(주)대원,7680,2021,0.507963288,1.555222591,0.029191328,57.07,-0.97,-64.48685465,0,-8.07778782,0.031026055,0
641,(주)대유,290380,2019,0.378336167,0.087019921,0.036762476,71.64,-1.84,-55.77142852,0,-7.568811591,0.051603923,0
642,(주)대유,290380,2020,0.319288727,0.24455969,0.032613866,56.18,0.41,-50.10013524,0,-5.956491604,0.258229372,0
645,(주)대유에이피,290120,2020,0.150634317,1.511246807,0.088857595,-9.02,0.48,-60.98910509,0,-5.668097323,0.344253968,0
657,(주)대창스틸,140520,2015,0.32178991,2.569368259,0.016031617,-8.37,1.3,-62.07064871,0,-5.540799432,0.390805628,0
658,(주)대창스틸,140520,2016,0.302370845,2.580895164,0.015710543,-5.47,1.21,-62.87763527,0,-5.706185722,0.331431094,0
659,(주)대창스틸,140520,2017,0.288891421,2.215504359,0.038285831,3.24,1.38,-60.65053566,0,-5.594402759,0.370484268,0
664,(주)대한과학,131220,2012,0.322431776,0.227290935,0.018175784,28.96,1.03,-51.42910143,0,-5.761656579,0.313603023,0
667,(주)대한과학,131220,2015,0.234605911,0.280884966,0.051820695,29.14,0.96,-51.88635173,0,-5.613252395,0.363591335,0
668,(주)대한과학,131220,2016,0.274058988,0.337677118,0.040698053,33.88,0.46,-54.23325235,0,-6.194341695,0.203678935,0
669,(주)대한과학,131220,2017,0.322501084,0.289243081,0.078206213,39.39,0.2,-52.41198668,0,-5.978766496,0.252555297,0
670,(주)대한과학,131220,2018,0.340643013,0.276901987,0.026351581,45.01,0.01,-53.25628796,0,-6.398499339,0.166128811,0
671,(주)대한과학,131220,2019,0.31700567,0.306904866,0.008864316,43.52,-0.02,-53.22657593,0,-6.363981264,0.171953345,0
672,(주)대한과학,131220,2020,0.341666296,0.067021825,0.042173376,42.64,-0.05,-53.74533267,0,-6.550250785,0.142771571,0
673,(주)대한과학,131220,2021,0.341077932,0.217917927,0.013322068,41.81,-0.06,-53.0711378,0,-6.390789657,0.167412409,0
684,(주)더 미동,161570,2014,0.386423319,0.102290249,0.010174656,84.11,-2.11,-53.41100667,0,-7.434217232,0.059034246,0
685,(주)더 미동,161570,2015,0.257286708,0.092982337,0.009898315,90.77,-0.99,-48.49257676,0,-6.402653296,0.16544129,0
686,(주)더 미동,161570,2016,0.224427567,0.040653883,0.029577806,72.08,-3.25,-46.12857999,0,-5.792025387,0.304250973,0
687,(주)더 미동,161570,2017,0.17879303,0.030827138,0.019781937,71.84,-3.07,-45.27774162,0,-5.590430945,0.371953205,0
692,(주)더네이쳐홀딩스,298540,2021,0.322005206,0.366917526,0.048220067,22.14,0.2,-63.13817893,0,-7.652123623,0.047480871,0
693,(주)더블유게임즈,192080,2016,0.281453036,0.08578652,0.035570177,60.73,-3.35,-64.37405418,0,-8.926831537,0.013276043,0
694,(주)더블유게임즈,192080,2017,0.148476704,0.651390314,0.14644037,-20.29,5.45,-70.14602297,0,-7.155998769,0.077956177,0
702,(주)덕산테코피아,317330,2020,0.425788056,0.038007666,0.047793414,32.11,-1.31,-53.44201438,0,-6.542942297,0.143817331,0
703,(주)덕산테코피아,317330,2021,0.370862255,0.125848485,0.033385832,35.39,-0.64,-55.42842022,0,-6.805295524,0.110666665,0
704,(주)덕신하우징,90410,2015,0.505576663,0.539562766,0.015129271,26.64,-0.02,-50.43710478,0,-5.682047912,0.339500957,0
707,(주)덕신하우징,90410,2018,0.464813368,0.752699334,0.075197801,22.96,0.5,-59.57383166,0,-6.878836366,0.102828267,0
722,(주)덱스터스튜디오,206560,2016,0.13792862,0.072877818,0.067438714,63.99,-1.55,-47.90416831,0,-5.615801438,0.362669062,0
729,(주)동구바이오제약,6620,2019,0.308924468,0.291749717,0.039621512,25.28,0.17,-58.18835538,0,-6.868584658,0.103886754,0
730,(주)동구바이오제약,6620,2020,0.34448193,0.206588073,0.011859269,22.06,0.25,-56.16583113,0,-6.620836612,0.133054314,0
731,(주)동구바이오제약,6620,2021,0.369271123,0.233616027,0.055275896,15.38,-0.1,-58.77002248,0,-6.91511095,0.09916869,0
736,(주)동국알앤에스,75970,2016,0.286902536,0.893529326,0.055412153,22.92,0.92,-57.38864575,0,-6.17005858,0.208674987,0
737,(주)동국알앤에스,75970,2017,0.293013152,1.147060172,0.036777528,20.73,0.75,-56.35283286,0,-5.853156139,0.286260608,0
738,(주)동국알앤에스,75970,2018,0.309724714,1.074964937,0.032139975,22.66,0.78,-57.75240397,0,-6.214211834,0.199679751,0
739,(주)동국알앤에스,75970,2019,0.31135989,1.04035354,0.028086302,23.6,0.72,-61.4559311,0,-6.933779817,0.097336282,0
740,(주)동국알앤에스,75970,2020,0.32079222,0.760802983,0.073301849,24.95,0.69,-57.66093933,0,-6.356292142,0.173278311,0
741,(주)동국알앤에스,75970,2021,0.324039186,0.62493152,0.064662333,16.67,0.58,-57.91988837,0,-6.392318708,0.16715705,0
742,(주)동국에스엔씨,100130,2012,0.102755169,0.340107011,0.106983176,33.93,-1.93,-63.4452004,0,-7.632429191,0.048424792,0
743,(주)동국에스엔씨,100130,2013,0.09187125,0.28885601,0.1082558,41.56,-2.15,-60.98763092,0,-7.345890278,0.064482261,0
744,(주)동국에스엔씨,100130,2014,0.112388802,0.394507814,0.113234027,27.77,-0.92,-65.18091388,0,-7.729293766,0.043956128,0
745,(주)동국에스엔씨,100130,2015,0.134481883,0.454991646,0.116813229,18.32,-0.7,-62.48669567,0,-7.058591087,0.085924994,0
746,(주)동국에스엔씨,100130,2016,0.148684095,0.455180961,0.005499129,21.53,-0.1,-65.87815673,0,-7.972129013,0.034482487,0
747,(주)동국에스엔씨,100130,2017,0.148734985,0.468919282,0.150115649,24.29,-0.05,-63.84269729,0,-7.274376058,0.069259241,0
748,(주)동국에스엔씨,100130,2018,0.140651767,0.763922281,0.109258,22.64,0.07,-61.99884937,0,-6.808446954,0.110318839,0
749,(주)동국에스엔씨,100130,2019,0.153327114,0.847487202,0.01492542,28.58,0.25,-62.67011576,0,-7.211080874,0.073781388,0
750,(주)동국에스엔씨,100130,2020,0.150461849,0.265818676,0.235173338,28.76,0.1,-64.90049465,0,-7.44427862,0.058443603,0
751,(주)동국에스엔씨,100130,2021,0.157381156,0.51567301,0.149325723,29.34,0.1,-61.48441369,0,-6.903975021,0.100278083,0
762,(주)동서,26960,2012,0.793818448,0.094326338,0.039018278,42.1,-3.25,-67.44033401,0,-9.853050224,0.005258378,0
763,(주)동서,26960,2013,0.783533207,0.064888434,0.039469013,43.44,-2.86,-66.66416908,0,-9.70902057,0.006072948,0
764,(주)동서,26960,2014,0.801101072,0.045046644,0.072262143,45.94,-2.62,-69.18011707,0,-10.13663364,0.003960032,0
765,(주)동서,26960,2015,0.800315035,0.037444597,0.030730633,45.76,-2.15,-67.54497792,0,-9.912204562,0.004956359,0
766,(주)동성하이켐,13450,2012,0.414597824,0.673721487,0.040740582,27.39,-0.05,-57.52753984,0,-6.694570938,0.123608298,0
767,(주)동성하이켐,13450,2013,0.442430614,0.680076274,0.009249524,28.44,0.35,-57.89629127,0,-6.859760056,0.104806605,0
768,(주)동성하이켐,13450,2014,0.449201901,0.446307919,0.0239245,37.53,0.38,-59.07577962,0,-7.338839475,0.064938223,0
770,(주)동성화인텍,33500,2013,0.092813458,0.741017523,0.093576749,-14.6,1.72,-64.79025448,0,-6.573100752,0.139550736,0
771,(주)동성화인텍,33500,2014,0.174538017,0.841990738,0.023769068,-3.29,1.1,-61.96487471,0,-6.516873252,0.147610201,0
772,(주)동성화인텍,33500,2015,0.210162759,1.29905767,0.026620767,12.41,0.9,-60.36456275,0,-6.242750931,0.194072524,0
