848,시간,회사명,종목코드,공시제목,제출인
609,2021-03-18 18:23,피에이치씨,057880,관리종목 해제(최근 3사업연도중 2사업연도 자기자본 50% 초과 법인세비용차감전계속사업손실 발생 사유 해소),코스닥시장본부
608,2021-03-18 17:58,일야,058450,관리종목지정사유추가(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
607,2021-03-17 18:37,코오롱생명과학,102940,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생 등),코스닥시장본부
606,2021-03-17 18:16,세기상사,002420,관리종목지정,유가증권시장본부
605,2021-03-17 18:12,아센디오,012170,관리종목지정해제,유가증권시장본부
604,2021-03-17 18:12,솔고바이오,043100,관리종목지정사유일부해제(자본잠식률 50% 미만으로 회복 등),코스닥시장본부
603,2021-03-17 17:20,국순당,043650,관리종목 해제(최근 4사업연도 연속 영업손실 발생 사유 해소),코스닥시장본부
602,2021-03-17 11:42,유테크,178780,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
601,2021-03-17 11:35,동방선기,099410,관리종목지정(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
600,2021-03-16 19:18,유아이디,069330,관리종목지정사유추가및일부해제(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
599,2021-03-16 19:09,명성티엔에스,257370,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
598,2021-03-16 18:24,에스제이케이,080440,관리종목지정사유추가(회생절차 개시신청),코스닥시장본부
597,2021-03-16 18:24,세토피아,222810,관리종목지정사유추가(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
596,2021-03-16 17:45,매직마이크로,127160,관리종목지정사유추가(상장적격성 실질심사 대상 결정),코스닥시장본부
595,2021-03-15 18:48,이미지스,115610,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생 등),코스닥시장본부
594,2021-03-12 18:05,와이오엠,066430,관리종목 해제(최근 3사업연도중 2사업연도 자기자본 50% 초과 법인세비용차감전계속사업손실 발생 사유 해소),코스닥시장본부
593,2021-03-12 17:24,알톤스포츠,123750,관리종목 해제(최근 3사업연도중 2사업연도 자기자본 50% 초과 법인세비용차감전계속사업손실 발생 사유 해소 등),코스닥시장본부
592,2021-03-11 18:01,액션스퀘어,205500,관리종목 해제(최근 3사업연도중 2사업연도 자기자본 50% 초과 법인세비용차감전계속사업손실 발생 사유 해소 등)),코스닥시장본부
591,2021-03-11 17:59,코아시아옵틱스,196450,"관리종목지정사유일부해제(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 사유 해소)",코스닥시장본부
590,2021-03-10 17:40,이큐셀,160600,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
589,2021-03-02 17:53,내츄럴엔도텍,168330,관리종목지정사유일부해제(최근 4사업연도 연속 영업손실 발생 사유 해소),코스닥시장본부
588,2021-02-26 17:06,GRT,900290,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정)",코스닥시장본부
587,2021-02-25 18:22,이큐셀,160600,관리종목지정사유추가및일부해제(자본잠식률 50% 이상 등),코스닥시장본부
586,2021-02-19 20:03,에스디시스템,121890,관리종목지정사유추가(상장적격성 실질심사 대상 결정),코스닥시장본부
585,2021-02-18 18:20,에이치엔티,176440,관리종목지정사유일부해제(회생절차 개시신청 사유 해소),코스닥시장본부
584,2021-02-17 19:05,디모아,016670,관리종목지정(상장적격성 실질심사 대상 결정),코스닥시장본부
583,2021-02-17 18:06,코원플레이,056000,관리종목지정(상장적격성 실질심사 대상 결정),코스닥시장본부
582,2021-02-16 18:50,비츠로시스,054220,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
581,2021-02-15 19:02,이큐셀,160600,관리종목지정사유추가(반기보고서 미제출),코스닥시장본부
580,2021-02-05 17:59,팍스넷,038160,관리종목지정사유추가(파산신청),코스닥시장본부
579,2021-01-27 17:56,명성티엔에스,257370,관리종목지정(상장적격성 실질심사 대상 결정),코스닥시장본부
578,2021-01-26 18:04,메디앙스,014100,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
577,2021-01-26 17:48,코너스톤네트웍스,033110,관리종목지정사유추가(회생절차 개시신청),코스닥시장본부
576,2021-01-26 17:11,크로바하이텍,043590,관리종목지정사유일부해제(회생절차 개시신청 사유 해소),코스닥시장본부
575,2021-01-20 18:22,이엠네트웍스,087730,관리종목지정사유추가(회생절차 개시신청 ),코스닥시장본부
574,2021-01-19 18:01,행남사,008800,관리종목지정사유일부해제(회생절차 개시신청 사유해소),코스닥시장본부
573,2021-01-18 18:15,매직마이크로,127160,관리종목지정(파산신청),코스닥시장본부
572,2021-01-12 19:04,코센,009730,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
571,2021-01-11 16:06,골드앤에스,035290,관리종목지정사유일부해제(회생절차 개시신청 사유 해소 ),코스닥시장본부
570,2021-01-06 17:27,에스디시스템,121890,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
569,2021-01-04 19:32,한국제7호스팩,291210,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
568,2020-12-31 14:35,KOSEF 고배당,104530,ETF 관리종목 지정,유가증권시장본부
567,2020-12-31 14:35,TIGER 원유선물인버스(H),217770,ETF 관리종목지정 해제,유가증권시장본부
566,2020-12-31 14:35,KODEX 200중소형,226980,ETF 관리종목지정 해제,유가증권시장본부
565,2020-12-21 16:36,KG모빌리티,003620,관리종목지정사유변경(회생절차개시신청),유가증권시장본부
564,2020-12-16 17:26,에스디시스템,121890,관리종목지정사유추가(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생 등),코스닥시장본부
563,2020-12-10 18:27,비츠로시스,054220,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
562,2020-12-07 19:17,스킨앤스킨,159910,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
561,2020-12-07 18:42,아리온,058220,관리종목지정사유추가(회생절차개시신청),코스닥시장본부
560,2020-12-04 18:17,엠피대산,065150,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
559,2020-12-04 18:17,CNT85,056730,관리종목지정사유추가(상장적격성 실질심사 대상 결정),코스닥시장본부
558,2020-12-03 19:24,에이팸,073070,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
557,2020-11-30 17:48,한국제7호스팩,291210,관리종목지정(SPAC 상장예비심사청구서 미제출 등 ),코스닥시장본부
556,2020-11-26 20:17,비츠로시스,054220,관리종목지정사유추가및일부해제(자기자본 10억원 미만 등),코스닥시장본부
555,2020-11-26 17:29,스포츠서울,039670,관리종목지정사유일부해제(자본잠식률 50% 미만으로 회복 등),코스닥시장본부
554,2020-11-26 17:19,미래SCI,028040,관리종목지정사유일부해제(분기보고서 미제출 사유 해소),코스닥시장본부
553,2020-11-17 18:09,럭슬,033600,관리종목지정사유일부해제(회생절차 개시신청 사유 해소),코스닥시장본부
552,2020-11-16 20:15,비츠로시스,054220,관리종목지정사유추가(반기보고서 미제출 ),코스닥시장본부
551,2020-11-16 19:49,미래SCI,028040,관리종목지정사유추가(분기보고서 미제출),코스닥시장본부
550,2020-10-30 17:05,코센,009730,관리종목지정사유추가(상장적격성 실질심사 대상 결정),코스닥시장본부
549,2020-10-28 18:53,매직마이크로,127160,관리종목 해제(파산 신청 사유 해소 ),코스닥시장본부
548,2020-10-27 17:52,컨버즈,109070,관리종목지정해제,유가증권시장본부
547,2020-10-27 15:17,GRT,900290,관리종목지정(상장폐지사유 발생),코스닥시장본부
546,2020-10-23 18:30,파나케이아,058530,관리종목지정사유추가(상장적격성 실질심사 대상 결정),코스닥시장본부
545,2020-10-23 17:57,CNT85,056730,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
544,2020-10-23 17:32,컨버즈,109070,관리종목지정사유변경,유가증권시장본부
543,2020-10-21 17:50,코나아이,052400,"관리종목 해제(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 사유 해소 )",코스닥시장본부
542,2020-10-20 15:20,CNT85,056730,관리종목지정사유일부해제(회생절차 개시신청 사유 해소),코스닥시장본부
541,2020-10-08 18:24,비츠로시스,054220,관리종목지정사유일부해제(회생절차 개시신청 사유 해소 ),코스닥시장본부
540,2020-10-08 18:20,스포츠서울,039670,관리종목지정사유추가(상장적격성 실질심사 대상 결정),코스닥시장본부
539,2020-10-08 18:01,CNT85,056730,관리종목지정사유추가(자본잠식률 50% 이상 등),코스닥시장본부
538,2020-10-08 17:56,엑스큐어,070300,관리종목지정(상장적격성 실질심사 대상 결정),코스닥시장본부
537,2020-10-06 18:03,컨버즈,109070,관리종목지정사유변경,유가증권시장본부
536,2020-10-05 18:26,에이치엔티,176440,관리종목지정사유추가(회생절차 개시신청),코스닥시장본부
535,2020-09-28 18:17,애머릿지,900100,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 )",코스닥시장본부
534,2020-09-28 18:16,에스앤씨엔진그룹,900080,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 )",코스닥시장본부
533,2020-09-25 18:14,매직마이크로,127160,관리종목지정(파산신청),코스닥시장본부
532,2020-09-23 17:47,시큐브,131090,"관리종목 해제(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 사유 해소)",코스닥시장본부
531,2020-09-23 17:19,스킨앤스킨,159910,관리종목지정사유추가(상장적격성 실질심사 대상 결정),코스닥시장본부
530,2020-09-21 18:31,코나아이,052400,관리종목지정사유일부해제(형식적 상장폐지 사유 해소 ),코스닥시장본부
529,2020-09-21 18:25,에이팸,073070,관리종목지정(상장적격성 실질심사 대상 결정),코스닥시장본부
528,2020-09-16 18:44,이엠네트웍스,087730,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
527,2020-09-15 18:20,씨엔플러스,115530,관리종목지정사유추가(상장폐지 사유 발생),코스닥시장본부
526,2020-09-14 17:50,코아시아옵틱스,196450,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정)",코스닥시장본부
525,2020-09-14 17:26,세동,053060,관리종목지정(자본잠식률 50% 이상 외 1건),코스닥시장본부
524,2020-09-10 18:04,CSA 코스믹,083660,관리종목지정사유일부해제(상장유지 결정),코스닥시장본부
523,2020-09-07 17:54,스포츠서울,039670,관리종목지정사유일부해제(회생절차 개시신청 사유 해소 ),코스닥시장본부
522,2020-09-02 16:59,럭슬,033600,관리종목지정사유추가(회생절차 개시신청),코스닥시장본부
521,2020-08-31 18:55,럭슬,033600,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정)",코스닥시장본부
520,2020-08-31 18:42,코아시아옵틱스,196450,관리종목지정(상장적격성 실질심사 대상 결정),코스닥시장본부
519,2020-08-31 17:16,엔지스테크널러지,208860,"관리종목지정(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정)",코스닥시장본부
518,2020-08-26 19:37,스포츠서울,039670,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
517,2020-08-26 19:06,이스트아시아홀딩스,900110,관리종목 해제(상장유지 결정),코스닥시장본부
516,2020-08-24 18:27,씨엔플러스,115530,관리종목지정사유일부해제(반기보고서 미제출 사유 해소),코스닥시장본부
515,2020-08-24 17:59,셀루메드,049180,관리종목지정사유일부해제(자본잠식률 50% 미만으로 회복 등),코스닥시장본부
